Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val
prerank,protein-DNA Complex Disassembly (GO:0032986),0.7702485810735953,1.6919438182203226,0.0010050251256281408,0.00454051311577276,0.148
prerank,Positive Regulation Of SMAD Protein Signal Transduction (GO:0060391),0.7821718977003951,1.692646414161141,0.001006036217303823,0.004611083260098592,0.147
prerank,Dendritic Spine Organization (GO:0097061),0.76657641987668,1.7448654168320301,0.0,0.00462497206509889,0.035
prerank,Multicellular Organismal-Level Water Homeostasis (GO:0050891),0.7692690068915785,1.6934889629425631,0.0,0.0046285434720989655,0.145
prerank,Neurotransmitter Secretion (GO:0007269),0.714809761801285,1.6947493451179505,0.0,0.004676442342452932,0.142
prerank,Regulation Of Release Of Sequestered Calcium Ion Into Cytosol (GO:0051279),0.7143650329736825,1.69828900062047,0.0,0.004677391103325817,0.129
prerank,Positive Regulation Of Protein Import Into Nucleus (GO:0042307),0.7442526099388881,1.7080789785884498,0.0,0.004695623812274313,0.096
prerank,Positive Regulation Of Stress Fiber Assembly (GO:0051496),0.7201646015038811,1.6949660328680183,0.0,0.004696941327373155,0.139
prerank,Negative Regulation Of Inflammatory Response To Antigenic Stimulus (GO:0002862),0.7973362223004906,1.7170864247919657,0.0,0.004736813494838123,0.081
prerank,Regulation Of Neuronal Synaptic Plasticity (GO:0048168),0.7307002731791561,1.6959175511847884,0.0,0.004812470932602899,0.138
prerank,Regulation Of Potassium Ion Transmembrane Transporter Activity (GO:1901016),0.7428534413631337,1.6984525424103898,0.0,0.004833304140103345,0.129
prerank,Regulation Of Ubiquitin Protein Ligase Activity (GO:1904666),0.7844567574463545,1.6987822222243918,0.001006036217303823,0.004965487249761343,0.128
prerank,Cellular Response To Lectin (GO:1990858),0.8096152193174414,1.7820559701571113,0.0,0.004999969800106907,0.014
prerank,Stimulatory C-type Lectin Receptor Signaling Pathway (GO:0002223),0.8096152193174414,1.7820559701571113,0.0,0.004999969800106907,0.014
prerank,Retrograde Axonal Transport (GO:0008090),0.789876242090122,1.703760388648292,0.0,0.004999969800106907,0.115
prerank,Peptidyl-Threonine Dephosphorylation (GO:0035970),0.7712360338328497,1.6860748864946384,0.0,0.004999969800106907,0.164
prerank,Fc-gamma Receptor Signaling Pathway Involved In Phagocytosis (GO:0038096),0.7926806130693164,1.7619540846822506,0.0,0.004999969800106908,0.023
prerank,Regulation Of Cardiac Muscle Contraction By Calcium Ion Signaling (GO:0010882),0.795245716711072,1.7492791306740372,0.0,0.004999969800106909,0.033
prerank,Positive Regulation Of Nucleocytoplasmic Transport (GO:0046824),0.7190279181114667,1.7008203743277461,0.0,0.004999969800106909,0.125
prerank,Extrinsic Apoptotic Signaling Pathway In Absence Of Ligand (GO:0097192),0.7903507011545899,1.7044900991311864,0.0,0.005079969316908618,0.112
prerank,Regulation Of Anoikis (GO:2000209),0.7670656509769138,1.7008317464440457,0.0,0.005185153866777534,0.125
prerank,Cellular Glucuronidation (GO:0052695),-0.4545335486969049,-1.585913819627435,0.0,0.005517656500802568,0.01120162932790224
prerank,Glucuronate Metabolic Process (GO:0019585),-0.4545335486969049,-1.585913819627435,0.0,0.005517656500802568,0.01120162932790224
prerank,Regulation Of Stress Fiber Assembly (GO:0051492),0.6895791278020063,1.6716839173016926,0.0,0.005595710882672837,0.221
prerank,U2-type Prespliceosome Assembly (GO:1903241),0.7397006918033874,1.6718181168824557,0.001002004008016032,0.0056738787731647955,0.221
prerank,Positive Regulation Of Excitatory Postsynaptic Potential (GO:2000463),0.7474153047770086,1.6684018018110396,0.0,0.005719965451322303,0.236
prerank,Fc Receptor Mediated Stimulatory Signaling Pathway (GO:0002431),0.7472618129911651,1.6782288770326954,0.0,0.005749965270122944,0.197
prerank,Negative Regulation Of Anoikis (GO:2000811),0.7720298744081773,1.6741087015663467,0.0,0.0057674070252395964,0.213
prerank,Innate Immune Response Activating Cell Surface Receptor Signaling Pathway (GO:0002220),0.7282434845991828,1.6719015825967072,0.0,0.005777742880123538,0.22
prerank,Cell Cycle G1/S Phase Transition (GO:0044843),0.6921315227499623,1.6671664218885223,0.0,0.005784278788358971,0.241
prerank,Protein Kinase A Signaling (GO:0010737),0.7828788140787432,1.6695821972212386,0.0,0.005791631685123835,0.232
prerank,Vesicle-Mediated Transport In Synapse (GO:0099003),0.7579571949774956,1.6727824102630882,0.0,0.005795419541033006,0.218
prerank,Regulation Of Release Of Sequestered Calcium Ion Into Cytosol By Sarcoplasmic Reticulum (GO:0010880),0.7519055327987598,1.668576248302848,0.0,0.005795883360123925,0.235
prerank,NLS-bearing Protein Import Into Nucleus (GO:0006607),0.7651673275985408,1.678870639187728,0.0,0.005846118535509615,0.195
prerank,Regulation Of Cartilage Development (GO:0061035),0.7597908786654302,1.6764645654325603,0.0,0.005853623180612965,0.206
prerank,Fc-gamma Receptor Signaling Pathway (GO:0038094),0.7389134074316177,1.6744057068204061,0.0,0.005904726240126254,0.213
prerank,Myoblast Differentiation (GO:0045445),0.7930939409589601,1.7651687395824245,0.0,0.00599996376012829,0.023
prerank,Pulmonary Valve Development (GO:0003177),0.7427016227535781,1.6602139912462566,0.001002004008016032,0.006769189883221658,0.275
prerank,Negative Regulation Of Calcium Ion Transmembrane Transport (GO:1903170),0.7512522673528461,1.6583468347247607,0.001002004008016032,0.006962222099016788,0.286
prerank,Positive Regulation Of Focal Adhesion Assembly (GO:0051894),0.7472176755465374,1.654439048685338,0.0,0.007199956512153946,0.299
prerank,Positive Regulation Of Release Of Sequestered Calcium Ion Into Cytosol (GO:0051281),0.7160323338915666,1.6546303306421586,0.0,0.0073147706334897354,0.299
prerank,Positive Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:1900087),0.7128650364464411,1.6512217761105143,0.0,0.007385920301210555,0.317
prerank,Regulation Of Protein Import Into Nucleus (GO:0042306),0.7011000482645716,1.6487820727335867,0.0,0.007457582074735726,0.329
prerank,Establishment Or Maintenance Of Epithelial Cell Apical/Basal Polarity (GO:0045197),0.7028135254802994,1.6514808315913987,0.0,0.00748209766515998,0.316
prerank,Regulation Of Cell Size (GO:0008361),0.7344836502257363,1.6488644418376326,0.0,0.007586161076024274,0.329
prerank,Regulation Of Amyloid-Beta Formation (GO:1902003),0.6952657022002003,1.6360483241921746,0.0,0.008617595008419554,0.404
prerank,Negative Regulation Of Protein-Containing Complex Assembly (GO:0031333),0.6794599475166154,1.627690709281475,0.0,0.00865817555259019,0.45
prerank,Learning (GO:0007612),0.6908401040487051,1.6347261016019652,0.0,0.008666614320185307,0.41
prerank,Positive Regulation Of Glycolytic Process (GO:0045821),0.7512030600426279,1.6375498138735842,0.002014098690835851,0.008707639713416954,0.394
prerank,Cellular Response To Epidermal Growth Factor Stimulus (GO:0071364),0.7214014526331982,1.6370323862724057,0.0,0.008712068591095369,0.399
prerank,Positive Regulation Of Glial Cell Differentiation (GO:0045687),0.7481281668064135,1.6381058744477162,0.0020100502512562816,0.008734322244561754,0.393
prerank,Peptidyl-Tyrosine Modification (GO:0018212),0.6808498786241197,1.6362047420185242,0.0,0.00874621582944074,0.404
prerank,Regulation Of Monoatomic Ion Transmembrane Transporter Activity (GO:0032412),0.6672686086588113,1.6278937785205363,0.0,0.008756357367879533,0.45
prerank,Presynaptic Endocytosis (GO:0140238),0.7025669717733152,1.6322742745201335,0.0,0.008763835955187385,0.425
prerank,Positive Regulation Of Neuron Apoptotic Process (GO:0043525),0.7250543009639177,1.6294700900654808,0.0,0.008786613595387871,0.439
prerank,Dendritic Spine Morphogenesis (GO:0060997),0.7479144125212231,1.633330922257189,0.0020181634712411706,0.008799946848188156,0.419
prerank,Neuron Projection Organization (GO:0106027),0.7700031735874456,1.6279486226298137,0.0010162601626016261,0.008818128556552183,0.447
prerank,Glutamate Receptor Signaling Pathway (GO:0007215),0.695750505323824,1.622363391787914,0.0,0.008825528089025913,0.491
prerank,Positive Regulation Of Telomerase Activity (GO:0051973),0.7032355935476051,1.6312008382805174,0.0,0.008835563071421795,0.431
prerank,Peptide Biosynthetic Process (GO:0043043),0.6447337705333677,1.624444019936534,0.0,0.008841410012384166,0.471
prerank,Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071900),0.6601407823776616,1.639355414588484,0.0,0.008854785226640943,0.387
prerank,"Alternative mRNA Splicing, Via Spliceosome (GO:0000380)",0.7623412572435073,1.6382913496853486,0.0,0.00885708936018938,0.393
prerank,Cellular Response To Interleukin-6 (GO:0071354),0.727135943945126,1.6324062273964117,0.0,0.008859101420471112,0.424
prerank,Positive Regulation Of Cell-Substrate Junction Organization (GO:0150117),0.7215703164620949,1.6299711468739164,0.0,0.008864811321270627,0.437
prerank,Positive Regulation Of Neuron Death (GO:1901216),0.6982471645685457,1.6254657834983666,0.0,0.008887446319690028,0.466
prerank,Positive Regulation Of Cell Cycle G1/S Phase Transition (GO:1902808),0.687702279157126,1.6225232156693332,0.001,0.008917593196425965,0.49
prerank,Regulation Of Phosphoprotein Phosphatase Activity (GO:0043666),0.7030854009504715,1.6245815353060993,0.0,0.008925872013524185,0.47
prerank,Regulation Of Cation Channel Activity (GO:2001257),0.680903090396638,1.627996798623415,0.0,0.008934156563875237,0.447
prerank,Regulation Of Calcium Ion Transmembrane Transporter Activity (GO:1901019),0.7063139259251279,1.6213772223550587,0.0,0.008942474722949827,0.501
prerank,Negative Regulation Of Stress Fiber Assembly (GO:0051497),0.7293530394576332,1.6403867794280538,0.0,0.008966612508191722,0.384
prerank,Receptor Clustering (GO:0043113),0.7444991360806298,1.6396950249984519,0.0,0.008967158952978617,0.386
prerank,Ephrin Receptor Signaling Pathway (GO:0048013),0.6868080852659397,1.6227329829850798,0.0,0.008999945640192434,0.489
prerank,Regulation Of Cyclin-Dependent Protein Kinase Activity (GO:1904029),0.6773313534582931,1.6189042822344988,0.0,0.009010934584808053,0.523
prerank,Regulation Of Bicellular Tight Junction Assembly (GO:2000810),0.7559585677519097,1.6203363082056512,0.0010080645161290322,0.009011309207919949,0.51
prerank,Regulation Of NMDA Receptor Activity (GO:2000310),0.7471438367125715,1.6232034778439512,0.0,0.009024041880192948,0.485
prerank,Positive Regulation Of Calcium Ion Transmembrane Transporter Activity (GO:1901021),0.7102610327528462,1.617817777048713,0.0,0.009075214002774687,0.532
prerank,Nucleosome Disassembly (GO:0006337),0.7451105494526825,1.6189077220083015,0.0010090817356205853,0.00911105608019481,0.523
prerank,Regulation Of Nitric Oxide Biosynthetic Process (GO:0045428),0.6854896115932593,1.6179421488827144,0.0,0.009162988133674181,0.532
prerank,Positive Regulation Of Cell Communication (GO:0010647),0.7023665512408752,1.6189650597617318,0.0,0.00920219160963496,0.522
prerank,Regulation Of Osteoblast Proliferation (GO:0033688),0.7493488324522862,1.615913823564399,0.0,0.00936164558317889,0.55
prerank,Positive Regulation Of Secretion By Cell (GO:1903532),0.6635416541195919,1.6151519939054437,0.0,0.009368364467568733,0.552
prerank,Anterograde Trans-Synaptic Signaling (GO:0098916),0.6286796381724742,1.5997251167028146,0.0,0.009399943224200987,0.65
prerank,"RNA Splicing, Via Transesterification Reactions (GO:0000375)",0.7085456505186103,1.603438308497619,0.0,0.009410199572508897,0.632
prerank,Spliceosomal Complex Assembly (GO:0000245),0.6619686940103381,1.6043194320870713,0.0,0.009417334423505706,0.624
prerank,Negative Regulation Of Actin Filament Bundle Assembly (GO:0032232),0.7070625248695951,1.6008369294068887,0.0,0.009417975902168585,0.642
prerank,"Regulation Of Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Dependent Decay (GO:1900151)",0.7143956255413536,1.6064339563858405,0.0,0.009418124932565011,0.608
prerank,Regulation Of Telomerase Activity (GO:0051972),0.6727841870381368,1.6038594997873983,0.0,0.009422356881925604,0.628
prerank,Regulation Of Protein Modification By Small Protein Conjugation Or Removal (GO:1903320),0.700913423227635,1.5991191111874727,0.0,0.009436450940201768,0.655
prerank,Regulation Of Transmembrane Transport (GO:0034762),0.6933336808576172,1.614116616102631,0.0,0.009437442997701787,0.555
prerank,Positive Regulation Of Protein Dephosphorylation (GO:0035307),0.6975432106796804,1.6061100416741094,0.0,0.009441384415337008,0.613
prerank,Microglial Cell Activation (GO:0001774),0.7230840198170714,1.6069853157898726,0.0,0.009458658465890316,0.605
prerank,Regulation Of Neuron Death (GO:1901214),0.666346318685951,1.6009298778621435,0.0,0.0094627527621858,0.641
prerank,Synaptic Vesicle Endocytosis (GO:0048488),0.6812655798441085,1.6011367557021996,0.0,0.009466609488202412,0.64
prerank,Positive Regulation Of Endothelial Cell Migration (GO:0010595),0.655001386897997,1.5997520692009948,0.0,0.009467684750525014,0.649
prerank,Positive Regulation Of Protein Localization To Nucleus (GO:1900182),0.6603421022791425,1.6043677779663221,0.0,0.009499942620203124,0.624
prerank,Cellular Response To Steroid Hormone Stimulus (GO:0071383),0.712201032376951,1.5999281268049252,0.0,0.009504007636300773,0.649
prerank,Positive Regulation Of Phosphatase Activity (GO:0010922),0.7172366950343296,1.613329395294044,0.0,0.009515406444327166,0.562
prerank,Negative Regulation Of Cell Cycle G1/S Phase Transition (GO:1902807),0.6948576062128609,1.6021068155239377,0.0,0.009516891670372977,0.637
prerank,Negative Regulation Of Cell-Cell Adhesion (GO:0022408),0.6825657921203006,1.6012980477850884,0.0,0.009520950896674162,0.639
prerank,Pulmonary Valve Morphogenesis (GO:0003184),0.7279010668090798,1.6047476871913895,0.0030211480362537764,0.009530915884451574,0.622
prerank,Neuron Projection Morphogenesis (GO:0048812),0.6329553965094349,1.5979571999173476,0.0,0.009535375477054275,0.658
prerank,Synaptic Vesicle Exocytosis (GO:0016079),0.6788037795478096,1.6070678385120862,0.0,0.009546238636870782,0.605
prerank,Positive Regulation Of Mitotic Nuclear Division (GO:0045840),0.6856188629313095,1.6091976673575872,0.0,0.009557634579435125,0.587
prerank,Macromolecule Biosynthetic Process (GO:0009059),0.6328749200557366,1.6048106050937783,0.0,0.009616013347705607,0.622
prerank,Negative Regulation Of Amyloid-Beta Formation (GO:1902430),0.7303017854415138,1.607952805272361,0.0020181634712411706,0.009622583388884992,0.6
prerank,Positive Regulation Of Small Molecule Metabolic Process (GO:0062013),0.6870306741688491,1.5965941236646273,0.0,0.009627848824391905,0.666
prerank,Regulation Of Focal Adhesion Assembly (GO:0051893),0.6690191408403786,1.607354289133751,0.0,0.009635455820392937,0.605
prerank,Regulation Of Exocytosis (GO:0017157),0.6745729260010351,1.608227630255949,0.0,0.009638037024206077,0.597
prerank,Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:2000045),0.6487431919611408,1.609229124662059,0.0,0.009650427148167507,0.587
prerank,Positive Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001244),0.6832133577990024,1.5967216578140284,0.0,0.009671816582081801,0.666
prerank,Positive Regulation Of Peptidyl-Threonine Phosphorylation (GO:0010800),0.7170310298921615,1.609512318852237,0.001001001001001001,0.009705823729619291,0.584
prerank,Peptidyl-Tyrosine Phosphorylation (GO:0018108),0.6644581998358247,1.6100204031737595,0.0,0.009712812621593816,0.578
prerank,Regulation Of SMAD Protein Signal Transduction (GO:0060390),0.7157880794228593,1.6115124054645678,0.001002004008016032,0.009727213974753438,0.576
prerank,Ribosomal Large Subunit Assembly (GO:0000027),0.7247550521591685,1.611901385936089,0.0,0.009765247140208797,0.575
prerank,Peptidyl-Threonine Phosphorylation (GO:0018107),0.6678308533511179,1.610239118266323,0.0,0.009769940989408898,0.576
prerank,"Regulation Of Synaptic Transmission, Glutamatergic (GO:0051966)",0.6594216656539813,1.5945714179290382,0.0,0.010007631861444748,0.685
prerank,Regulation Of Platelet Aggregation (GO:0090330),0.7047656857226099,1.593052485265677,0.0,0.010105999565670628,0.697
prerank,Intracellular Sodium Ion Homeostasis (GO:0006883),0.7227667831944974,1.5918735758221523,0.0010030090270812437,0.010118457402883016,0.7
prerank,"Synaptic Transmission, Glutamatergic (GO:0035249)",0.6968073234284808,1.591110217431009,0.0,0.010145924119924966,0.704
prerank,Glial Cell Development (GO:0021782),0.7054031733032805,1.5913140852708905,0.0,0.01015435043227594,0.701
prerank,Modulation Of Chemical Synaptic Transmission (GO:0050804),0.6364548115050525,1.5932673404665145,0.0,0.01016024397548442,0.697
prerank,Negative Regulation Of Amyloid Precursor Protein Catabolic Process (GO:1902992),0.7147073628250029,1.5918820005158714,0.0030181086519114686,0.010186505637531238,0.7
prerank,Synaptic Vesicle Cycle (GO:0099504),0.6762068256546564,1.5904806285574622,0.0,0.010188344259348277,0.707
prerank,Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043535),0.6625249413975675,1.5919535492217263,0.0,0.010233020899166168,0.7
prerank,Regulation Of Ubiquitin-Dependent Protein Catabolic Process (GO:2000058),0.6725895973496261,1.587179969187383,0.0,0.010315006190357537,0.729
prerank,Regulation Of Ryanodine-Sensitive Calcium-Release Channel Activity (GO:0060314),0.7118712385712943,1.5897171196777404,0.0,0.010338067054321765,0.714
prerank,Negative Regulation Of Cellular Component Organization (GO:0051129),0.6476385384336644,1.5868805075299008,0.0,0.010340073600221086,0.732
prerank,Positive Regulation Of Phosphoprotein Phosphatase Activity (GO:0032516),0.7306327260165606,1.5874487136561712,0.0020161290322580645,0.010351661613738579,0.729
prerank,Cellular Response To Growth Factor Stimulus (GO:0071363),0.6294556467893967,1.587986674340754,0.0,0.010377559697005104,0.725
prerank,Positive Regulation Of Actin Filament Bundle Assembly (GO:0032233),0.6682070617356938,1.589057353737391,0.0,0.010378508742221909,0.718
prerank,Regulation Of Signal Transduction By P53 Class Mediator (GO:1901796),0.6645956777691885,1.5876580202035757,0.0,0.010381881737721982,0.728
prerank,Regulation Of Neurotransmitter Secretion (GO:0046928),0.6784219833186615,1.5836109749519525,0.0,0.010402534571131515,0.752
prerank,Positive Regulation Of Signal Transduction By P53 Class Mediator (GO:1901798),0.7162733746842431,1.5856039768272125,0.0,0.010409333100625253,0.741
prerank,Peptidyl-Serine Phosphorylation (GO:0018105),0.6280392912517009,1.5827932717568751,0.0,0.010416603750222724,0.758
prerank,Positive Regulation Of Collagen Biosynthetic Process (GO:0032967),0.7349088490565328,1.5880538043281194,0.0,0.010443598892335978,0.724
prerank,Positive Regulation Of Collagen Metabolic Process (GO:0010714),0.7349088490565328,1.5880538043281194,0.0,0.010443598892335978,0.724
prerank,Cell Surface Receptor Signaling Pathway Involved In Heart Development (GO:0061311),0.7307829938055959,1.5837111471472487,0.0030211480362537764,0.010444381360223317,0.751
prerank,mRNA Metabolic Process (GO:0016071),0.6467719628048315,1.5859729523432222,0.0,0.010445882852655785,0.739
prerank,Regulation Of Vascular Endothelial Cell Proliferation (GO:1905562),0.7207687626639543,1.5843532090709738,0.00202020202020202,0.01045026800605126,0.747
prerank,Autonomic Nervous System Development (GO:0048483),0.7331480016604046,1.5839585967021357,0.0030303030303030303,0.010480199857329347,0.75
prerank,Regulation Of Striated Muscle Contraction (GO:0006942),0.695021592267373,1.5827971570062882,0.0,0.010483807645385451,0.758
prerank,Negative Regulation Of Cellular Response To Insulin Stimulus (GO:1900077),0.693538799333358,1.584736919194234,0.0,0.010493269953824363,0.746
prerank,Insulin Receptor Signaling Pathway (GO:0008286),0.6621284486382909,1.5792936184740771,0.0,0.010974617257449845,0.779
prerank,Establishment Of Vesicle Localization (GO:0051650),0.7289882441282418,1.578753305536592,0.0010050251256281408,0.01100622283042401,0.783
prerank,Cell Communication By Electrical Coupling Involved In Cardiac Conduction (GO:0086064),0.726777890373312,1.5796002681646018,0.0010121457489878543,0.01102541111335676,0.779
prerank,Positive Regulation Of Amide Metabolic Process (GO:0034250),0.6435731066926749,1.5763145752033199,0.0,0.011066599824236622,0.798
prerank,Regulation Of Cell-Substrate Junction Assembly (GO:0090109),0.7012876988468972,1.575891721703907,0.0,0.011090294460237128,0.798
prerank,Negative Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:2000134),0.6851119186942414,1.5769223852880498,0.0,0.011098092476556314,0.796
prerank,Regulation Of Cell-Matrix Adhesion (GO:0001952),0.6462682024507957,1.5764263643293075,0.0,0.011134079091457577,0.798
prerank,Positive Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901992),0.6519872353514989,1.5769445657883552,0.0,0.011160426418016407,0.795
prerank,Endocardial Cushion Morphogenesis (GO:0003203),0.7100662490148649,1.5775142996898623,0.0,0.011199932352239473,0.789
prerank,Regulation Of Axonogenesis (GO:0050770),0.6623611649672067,1.57701056126965,0.0,0.01122974583676185,0.795
prerank,Cellular Response To Gamma Radiation (GO:0071480),0.7264017809611323,1.5723322855566304,0.004036326942482341,0.011248486972263633,0.811
prerank,Positive Regulation Of Protein Metabolic Process (GO:0051247),0.6202444512456754,1.5723581521397756,0.0,0.011308071233962715,0.811
prerank,Positive Regulation Of Cardiac Muscle Tissue Growth (GO:0055023),0.7279301753738927,1.5713178862080879,0.0020161290322580645,0.011325645878642161,0.82
prerank,Cellular Response To Amyloid-Beta (GO:1904646),0.682133702031711,1.574302210182705,0.001,0.011329272888385953,0.803
prerank,Regulation Of Vesicle-Mediated Transport (GO:0060627),0.6391578182215556,1.5716071462148593,0.0,0.011339011971966587,0.816
prerank,Positive Regulation Of Epithelial To Mesenchymal Transition (GO:0010718),0.6616584584227019,1.5724926659613454,0.0,0.011339112798137187,0.809
prerank,Positive Regulation Of Epithelial Cell Migration (GO:0010634),0.6366896372622431,1.572803839490788,0.0,0.011341107970124845,0.807
prerank,Regulation Of Neurotransmitter Receptor Activity (GO:0099601),0.6648974369995091,1.572931253034448,0.0,0.011372712373734292,0.807
prerank,protein-RNA Complex Assembly (GO:0022618),0.6262575404444147,1.5733662332660276,0.0,0.011392788330243597,0.807
prerank,Negative Regulation Of Insulin Receptor Signaling Pathway (GO:0046627),0.6882247690520749,1.569169977629448,0.0,0.011452969497924442,0.834
prerank,Positive Regulation Of Substrate Adhesion-Dependent Cell Spreading (GO:1900026),0.6756086741658546,1.5705554420971315,0.0,0.011454476269335824,0.826
prerank,Positive Regulation Of miRNA Metabolic Process (GO:2000630),0.6638543677202758,1.5688240590687665,0.0,0.01145597476178341,0.835
prerank,Substantia Nigra Development (GO:0021762),0.6671214462300178,1.5699118154984366,0.0,0.011460604935076509,0.831
prerank,Ras Protein Signal Transduction (GO:0007265),0.6241211475167807,1.5700344563392397,0.0,0.01148580633177101,0.831
prerank,Regulation Of Cellular Response To Heat (GO:1900034),0.7272026808236166,1.5691844352946918,0.003036437246963563,0.011511041584246127,0.833
prerank,Cellular Response To Heat (GO:0034605),0.6748131333793583,1.569341326685068,0.0,0.011519483494771447,0.832
prerank,Establishment Of Epithelial Cell Polarity (GO:0090162),0.714589631459409,1.5640691425278708,0.002008032128514056,0.012162088702962748,0.855
prerank,Phosphatidylinositol 3-Kinase Signaling (GO:0014065),0.6796522166984149,1.5643790895070493,0.0,0.012162970013738325,0.853
prerank,Chemical Synaptic Transmission (GO:0007268),0.6090241205324273,1.5644909019812592,0.0,0.012196647643539473,0.853
prerank,G1/S Transition Of Mitotic Cell Cycle (GO:0000082),0.6446863584603042,1.563301518006629,0.0,0.012256610461866343,0.857
prerank,MAPK Cascade (GO:0000165),0.6280072259798131,1.5633273882620236,0.0,0.012311753593811632,0.857
prerank,Positive Regulation Of Macromolecule Biosynthetic Process (GO:0010557),0.627303271250187,1.5624905629829735,0.0,0.012420137748137904,0.861
prerank,Cellular Response To Peptide (GO:1901653),0.6525361263170995,1.5605798221796494,0.0,0.01254396568503505,0.865
prerank,Mesenchyme Development (GO:0060485),0.7143159259591627,1.5617962919965207,0.006018054162487462,0.012560770693601902,0.862
prerank,RNA Processing (GO:0006396),0.6165141627936466,1.56067429890323,0.0,0.012578049028393939,0.865
prerank,Positive Regulation Of Synaptic Transmission (GO:0050806),0.6338969473410262,1.5601117349290712,0.0,0.012587552836970174,0.866
prerank,miRNA Processing (GO:0035196),0.6850013655642936,1.5612248680495535,0.0,0.012605187022374783,0.864
prerank,Positive Regulation Of Telomere Maintenance Via Telomere Lengthening (GO:1904358),0.6709816399735228,1.5597700765012792,0.0,0.012615308418731274,0.868
prerank,Regulation Of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904705),0.6692126430866119,1.560773587625121,0.0,0.012628195976814516,0.865
prerank,Cell Junction Organization (GO:0034330),0.6431939961888872,1.5590854015280315,0.0,0.012634441454280297,0.871
prerank,Negative Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901991),0.6684278194646912,1.5591388544549132,0.0,0.012693800880271416,0.871
prerank,Endocardial Cushion Development (GO:0003197),0.6933306523881553,1.5574263008734082,0.001002004008016032,0.012894394479471685,0.875
prerank,Positive Regulation Of miRNA Transcription (GO:1902895),0.6667598055241509,1.5575094756605457,0.0,0.012949416734822333,0.875
prerank,Response To Gamma Radiation (GO:0010332),0.6950858611318649,1.5567632477927693,0.002004008016032064,0.01296992166147732,0.877
prerank,Negative Regulation Of mRNA Processing (GO:0050686),0.7259750082293878,1.5557215941722404,0.005040322580645161,0.013019625794761139,0.881
prerank,Aortic Valve Development (GO:0003176),0.6538008493698683,1.555920231902176,0.0,0.013039525201466926,0.879
prerank,Exocytosis (GO:0006887),0.6327413490280954,1.5560884320579373,0.0,0.013064597706548,0.878
prerank,Memory (GO:0007613),0.6487252803866573,1.5552292198678725,0.0,0.013088156241456317,0.884
prerank,Negative Regulation Of Cell-Substrate Adhesion (GO:0010812),0.6644025792307604,1.5535449324561201,0.0,0.013138676623056044,0.892
prerank,Ventricular Septum Morphogenesis (GO:0060412),0.6756500459419041,1.5530045013041793,0.0,0.013156318639902157,0.893
prerank,Regulation Of miRNA Transcription (GO:1902893),0.650485948035406,1.5530938301540516,0.0,0.013199920272282235,0.893
