Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,GO_Biological_Process_2021__ERBB2 signaling pathway (GO:0038128),0.780658627541906,1.794042183241849,0.0,0.0005996353426850478,0.006,18/32,9.69%,GRB2;EGFR;PRKCA;MYOC;HSP90AA1;SRC;ERBB4;ERBB2;PIK3R1;ERBB3;PTPRR;NRG1;SHC1;SOS1;PIK3CA;CPNE3;PTPN12;STUB1
prerank,GO_Biological_Process_2021__regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion (GO:0010881),0.8188057149412028,1.7935156824876775,0.0,0.0005451230388045889,0.006,11/17,8.20%,CALM1;PRKACA;CALM2;CALM3;FKBP1B;RYR2;DMD;SLC8A1;ANK2;CACNA1C;GSTO1
prerank,GO_Biological_Process_2021__protein targeting to ER (GO:0045047),0.7193145053203318,1.7862609734761343,0.0,0.000582978805388241,0.007,71/102,14.19%,RPL12;RPS11;SEC61A1;RPS15A;RPS4Y1;RPS6;RPL14;RPLP0;RPL11;RPS2;RPSA;RPL36;RPS10;RPL27A;RPL5;RPS7;RPS16;RPS5;RPS14;RPS23;UBA52;RPS3;RPS8;RPS4X;SGTB;RPL29;RPL9;RPLP2;RPS13;RPS9;RPL35A;RPS19;RPL6;RPL24;RPL15;RPL7A;RPS25;RPL8;RPL30;RPS28;SGTA;RPL3;RPS27A;RPS17;RPL17;RPL23A;RPS27;RPL10A;RPS3A;RPL37A;RPS18;RPL31;RPL19;RPS29;RPL7;RPL18;RPL4;RPL13A;RPS15;RPL38;RPS12;RPS20;RPL23;RPS24;RPL10;RPL18A;MAN1A1;RPL21;RPL35;RPL34;RPS21
prerank,GO_Biological_Process_2021__negative regulation of anoikis (GO:2000811),0.8195516263842954,1.7861519160273176,0.0,0.0005381342818968378,0.007,10/16,7.39%,NOTCH1;SRC;ITGB1;BCL2;PTK2;TLE1;ITGA5;MCL1;CAV1;PIK3CA
prerank,GO_Biological_Process_2021__Fc-gamma receptor signaling pathway involved in phagocytosis (GO:0038096),0.7325144574206794,1.7790480436201583,0.0,0.0004996961189042066,0.007,51/71,16.43%,GRB2;RAC1;CDC42;HSP90AB1;MAPK1;ACTB;HSP90AA1;SRC;PAK1;MAPK3;FYN;PRKCE;LYN;PIK3R1;ABL1;PRKCD;WASL;PTK2;PLCG1;NCK1;WAS;CYFIP2;NCKAP1;ACTG1;WIPF3;VAV3;SYK;BAIAP2;PIK3CA;BRK1;YES1;CRK;HCK;ACTR2;PLA2G6;PLD2;VAV1;ELMO2;ACTR3;ABI1;VAV2;MYO1C;PLCG2;PIK3CB;WASF2;FGR;ARPC1B;PIK3R2;FCGR1A;ELMO1;WIPF1
prerank,GO_Biological_Process_2021__positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus (GO:1901522),0.7956189720036094,1.7775585125724638,0.0,0.0005996353426850478,0.008,14/21,11.60%,SMAD9;SMAD1;SMAD4;NOTCH1;EP300;SMAD5;BMP2;DLX5;RELA;NFE2L2;HIF1A;VEGFA;MT3;RBPJ
prerank,GO_Biological_Process_2021__activation of protein kinase A activity (GO:0034199),0.8094235544381465,1.771820234250007,0.001006036217303823,0.000687082163493284,0.01,11/17,7.22%,PRKACA;PRKACB;PRKAR2B;PRKAR1A;ADCY1;PRKAR2A;PRKAR1B;ADCY8;PRKACG;ADCY2;ADCY5
prerank,GO_Biological_Process_2021__dendritic spine organization (GO:0097061),0.7767207677125298,1.767547536358042,0.0,0.0007054533443353505,0.011,17/27,10.92%,DLG4;CDC42;INSR;FYN;IGF1R;PICK1;PAK3;WASL;PTEN;ARF1;DIP2A;ZNF365;EPHB1;CTNND2;PRNP;MTMR2;EPHB2
prerank,GO_Biological_Process_2021__cellular response to glucagon stimulus (GO:0071377),0.7963505858643875,1.7663630420671708,0.001001001001001001,0.0006662614918722754,0.011,11/19,7.22%,PRKACA;PRKACB;PRKAR2B;PRKAR1A;ADCY1;PRKAR2A;PRKAR1B;ADCY8;PRKACG;ADCY2;ADCY5
prerank,GO_Biological_Process_2021__stimulatory C-type lectin receptor signaling pathway (GO:0002223),0.7115426686563668,1.7660340330791682,0.0,0.0006496049545754684,0.012,62/115,13.13%,PRKACA;KRAS;EP300;CREBBP;HRAS;PRKACB;SKP1;SRC;NRAS;PAK1;PDPK1;TRAF6;RAF1;FYN;PSMA5;LYN;TYROBP;PAK3;PRKCD;PSMD14;RELA;PAK2;PSMD2;PSMA2;PSMB4;CUL1;PSMD8;PSMA6;PRKACG;PSMD6;PSMC6;PSMA3;PSMC3;SYK;NFKB1;PSMD4;PSMB2;PSMA7;PSMC5;PSMB1;PSMC2;PSMD7;PSMA4;IKBKB;PSMC1;MAP3K7;IKBKG;PSMD12;PSMD1;PSMB9;PSMB7;PSMA1;TAB2;BTRC;PSMD13;PLCG2;PSMD11;FBXW11;RPS6KA5;PSMC4;PSMB3;MUC20
prerank,GO_Biological_Process_2021__cellular response to lectin (GO:1990858),0.7115426686563668,1.7660340330791682,0.0,0.0006496049545754684,0.012,62/115,13.13%,PRKACA;KRAS;EP300;CREBBP;HRAS;PRKACB;SKP1;SRC;NRAS;PAK1;PDPK1;TRAF6;RAF1;FYN;PSMA5;LYN;TYROBP;PAK3;PRKCD;PSMD14;RELA;PAK2;PSMD2;PSMA2;PSMB4;CUL1;PSMD8;PSMA6;PRKACG;PSMD6;PSMC6;PSMA3;PSMC3;SYK;NFKB1;PSMD4;PSMB2;PSMA7;PSMC5;PSMB1;PSMC2;PSMD7;PSMA4;IKBKB;PSMC1;MAP3K7;IKBKG;PSMD12;PSMD1;PSMB9;PSMB7;PSMA1;TAB2;BTRC;PSMD13;PLCG2;PSMD11;FBXW11;RPS6KA5;PSMC4;PSMB3;MUC20
prerank,GO_Biological_Process_2021__Fc-gamma receptor signaling pathway (GO:0038094),0.7259476703493803,1.764513394287862,0.0,0.0006662614918722754,0.013,51/72,16.43%,GRB2;RAC1;CDC42;HSP90AB1;MAPK1;ACTB;HSP90AA1;SRC;PAK1;MAPK3;FYN;PRKCE;LYN;PIK3R1;ABL1;PRKCD;WASL;PTK2;PLCG1;NCK1;WAS;CYFIP2;NCKAP1;ACTG1;WIPF3;VAV3;SYK;BAIAP2;PIK3CA;BRK1;YES1;CRK;HCK;ACTR2;PLA2G6;PLD2;VAV1;ELMO2;ACTR3;ABI1;VAV2;MYO1C;PLCG2;PIK3CB;WASF2;FGR;ARPC1B;PIK3R2;FCGR1A;ELMO1;WIPF1
prerank,GO_Biological_Process_2021__activin receptor signaling pathway (GO:0032924),0.8030320335864916,1.7613186428695906,0.0,0.0006814037985057362,0.014,11/18,16.69%,TGFBR1;SMAD2;SMAD3;ACVR1C;ACVR1;ACVR2A;ACVR1B;CFC1;ACVR2B;INHBA;INHBB
prerank,GO_Biological_Process_2021__neurotransmitter secretion (GO:0007269),0.739405064426727,1.7583291764145301,0.0,0.000825584892102602,0.018,22/44,8.22%,NRXN1;SYT1;RIMS1;STX1A;VAMP2;HSPA8;DVL1;SNCA;CDK5;STXBP1;SNAP25;RAB3A;GAD2;RIMS2;UNC13A;GAD1;SYN1;LIN7B;PCLO;SYN2;SLC32A1;CPLX2
prerank,GO_Biological_Process_2021__regulation of neurotransmitter receptor activity (GO:0099601),0.7326345628263871,1.7527789118087327,0.0,0.0009161095513243787,0.021,28/57,7.64%,DLG4;DLG1;DLG2;DLG3;NEFL;DLGAP2;APP;CAMK2A;CACNG3;GRIA4;CRH;NPTX1;DLGAP4;GRIN2B;DLGAP1;AKAP9;MEF2C;CAMK2B;GRIN1;LRRC7;PTK2B;CAPN1;NPTX2;GRIN2A;CRHBP;GRIA1;ACTN2;GRIA2
prerank,GO_Biological_Process_2021__innate immune response activating cell surface receptor signaling pathway (GO:0002220),0.7041142250331398,1.7512953149129789,0.0,0.0009993922378084131,0.023,62/119,13.13%,PRKACA;KRAS;EP300;CREBBP;HRAS;PRKACB;SKP1;SRC;NRAS;PAK1;PDPK1;TRAF6;RAF1;FYN;PSMA5;LYN;TYROBP;PAK3;PRKCD;PSMD14;RELA;PAK2;PSMD2;PSMA2;PSMB4;CUL1;PSMD8;PSMA6;PRKACG;PSMD6;PSMC6;PSMA3;PSMC3;SYK;NFKB1;PSMD4;PSMB2;PSMA7;PSMC5;PSMB1;PSMC2;PSMD7;PSMA4;IKBKB;PSMC1;MAP3K7;IKBKG;PSMD12;PSMD1;PSMB9;PSMB7;PSMA1;TAB2;BTRC;PSMD13;PLCG2;PSMD11;FBXW11;RPS6KA5;PSMC4;PSMB3;MUC20
prerank,GO_Biological_Process_2021__regulation of cation channel activity (GO:2001257),0.7101361249127294,1.7464751341393685,0.0,0.0011915830527715694,0.027,50/88,15.75%,CALM1;DLG4;PRKACA;DLG1;DLG2;DLG3;NEFL;VAMP2;ITGB1;CALM2;APP;CAMK2A;NOS1;CACNG3;HOMER1;ANK3;FKBP1B;GRIA4;CRH;GRIN2B;FGF12;MEF2C;CAMK2B;GRIN1;LRRC7;PTK2B;CAPN1;GRIN2A;DMD;JPH1;FGF13;ANK2;CRHBP;GRIA1;FKBP1A;KCNAB1;ACTN2;GRIA2;MAPK8IP2;PDE4D;KCNS2;CACNG4;GRIA3;CAMK2D;CTSS;NETO1;CACNG2;CACNB3;CACNB2;SHANK1
prerank,GO_Biological_Process_2021__signal release from synapse (GO:0099643),0.7343081966216376,1.741965481854546,0.0,0.0012584939290920757,0.03,21/43,8.22%,NRXN1;SYT1;RIMS1;STX1A;VAMP2;HSPA8;DVL1;SNCA;CDK5;STXBP1;SNAP25;RAB3A;GAD2;UNC13A;GAD1;SYN1;LIN7B;PCLO;SYN2;SLC32A1;CPLX2
prerank,GO_Biological_Process_2021__response to growth factor (GO:0070848),0.7408611533264734,1.7410370745180794,0.0,0.0012135477173387873,0.03,30/40,18.69%,CTNNB1;TGFBR1;MYC;AKT1;ERBB2;LRP2;NOS1;MAPK7;BMPR1B;ACVR1C;ACVR1;GATA6;SHC1;BMPR2;ACVR2A;ACVR1B;SPHK1;CPNE3;IBSP;RPS6KB1;ACVR2B;BMPR1A;EPHA2;SOX2;TGFBR2;ACVRL1;MAP2K5;PDGFB;HDAC6;SFRP1
prerank,GO_Biological_Process_2021__Fc receptor mediated stimulatory signaling pathway (GO:0002431),0.7144167080949294,1.738817219795927,0.0,0.0014129338534532734,0.036,51/74,16.43%,GRB2;RAC1;CDC42;HSP90AB1;MAPK1;ACTB;HSP90AA1;SRC;PAK1;MAPK3;FYN;PRKCE;LYN;PIK3R1;ABL1;PRKCD;WASL;PTK2;PLCG1;NCK1;WAS;CYFIP2;NCKAP1;ACTG1;WIPF3;VAV3;SYK;BAIAP2;PIK3CA;BRK1;YES1;CRK;HCK;ACTR2;PLA2G6;PLD2;VAV1;ELMO2;ACTR3;ABI1;VAV2;MYO1C;PLCG2;PIK3CB;WASF2;FGR;ARPC1B;PIK3R2;FCGR1A;ELMO1;WIPF1
prerank,GO_Biological_Process_2021__ERBB signaling pathway (GO:0038127),0.7225842705828968,1.7341367889297792,0.0,0.0017655929534615296,0.047,32/66,9.69%,GRB2;EGFR;PRKCA;MAPK1;HSP90AA1;SRC;PTPN11;PDPK1;ERBB4;AKT1;ERBB2;PIK3R1;BRAF;ERBB3;PTK2;PLCG1;CBL;PTK2B;PTPRR;REPS2;NRG1;SHC1;PIK3C2A;SOS1;TGFB1;IQGAP1;PIK3CA;CPNE3;SOX9;PTPN12;SHC3;STUB1
prerank,GO_Biological_Process_2021__response to glucagon (GO:0033762),0.7731386156492484,1.7265267027376014,0.0,0.0023856459870265343,0.065,12/21,8.25%,PRKACA;PRKACB;PRKAR2B;PRKAR1A;ADCY1;PRKAR2A;PRKAR1B;ADCY8;PRKACG;ADCY2;ADCY5;CREB1
prerank,GO_Biological_Process_2021__regulation of muscle cell differentiation (GO:0051147),0.7323359181721921,1.7242179059485991,0.0,0.0024984805945210326,0.068,22/35,12.85%,CTNNB1;CDC42;MAPK14;TCF3;ABL1;CAMK1;FGFR2;SRF;CTNNA1;MEF2C;PTBP1;MEGF10;CDH2;SPAG9;HDAC9;MAPK11;MAPK12;CTNNA2;CDK9;IGF2;RBM4;BOC
prerank,GO_Biological_Process_2021__regulation of transcription from RNA polymerase II promoter in response to hypoxia (GO:0061418),0.7088412226491873,1.7228321902802668,0.0,0.0024833382878875717,0.07,50/73,13.90%,NOTCH1;EP300;CREBBP;PSMA5;PSMD14;UBA52;PSMD2;PSMA2;PSMB4;VHL;BACH1;PSMD8;PSMA6;HIGD1A;RPS27A;PSMD6;PSMC6;PSMA3;PSMC3;CUL2;EGLN3;PSMD4;PSMB2;PSMA7;PSMC5;PSMB1;PSMC2;PSMD7;PSMA4;PSMC1;NFE2L2;RBX1;UBC;PSMD12;PSMD1;SIRT2;PSMB9;PSMB7;HIF1A;PSMA1;VEGFA;PSMD13;RBPJ;PSMD11;PSMC4;PSMB3;EPAS1;HIF3A;ARNT;UBB
prerank,GO_Biological_Process_2021__regulation of potassium ion transmembrane transporter activity (GO:1901016),0.7538709104963827,1.7209448196663302,0.0,0.002586662262562952,0.075,18/26,15.68%,DLG1;VAMP2;ITGB1;FHL1;AKAP9;ATP1B1;YWHAE;ANK2;KCNAB1;ACTN2;NEDD4L;NEDD4;ATP1B3;KCNS2;CACNA1D;STK39;NETO1;WWP2
prerank,GO_Biological_Process_2021__positive regulation of viral transcription (GO:0050434),0.7532571557547025,1.7204192228565256,0.0,0.002541311690427108,0.076,17/26,12.01%,POLR2A;DHX9;POLR2F;POLR2K;POLR2L;POLR2E;POLR2B;POLR2C;POLR2H;GTF2F2;POLR2G;POLR2J;POLR2I;GTF2F1;SUPT5H;CDK9;POLR2D
prerank,GO_Biological_Process_2021__positive regulation of stress fiber assembly (GO:0051496),0.725842068816456,1.717934366133983,0.0,0.002748328653973136,0.085,22/42,11.72%,RAC1;TGFBR1;CDC42;MYOC;PPM1E;PAK1;RHOA;ABL1;PPM1F;NF2;EVL;RGCC;CD47;RHOC;APOA1;LPAR1;ROCK2;TPM1;S100A10;NRP1;PXN;SORBS3
prerank,GO_Biological_Process_2021__7-methylguanosine mRNA capping (GO:0006370),0.7451693557111666,1.7138313356983998,0.0,0.0027614785518390358,0.091,23/31,13.97%,POLR2A;POLR2F;POLR2K;NCBP2;POLR2L;POLR2E;POLR2B;CCNH;NCBP1;POLR2C;CDK7;POLR2H;GTF2F2;POLR2G;POLR2J;POLR2I;GTF2F1;RNGTT;GTF2H1;SUPT5H;POLR2D;MNAT1;ERCC2
prerank,GO_Biological_Process_2021__7-methylguanosine RNA capping (GO:0009452),0.7451693557111666,1.7138313356983998,0.0,0.0027614785518390358,0.091,23/31,13.97%,POLR2A;POLR2F;POLR2K;NCBP2;POLR2L;POLR2E;POLR2B;CCNH;NCBP1;POLR2C;CDK7;POLR2H;GTF2F2;POLR2G;POLR2J;POLR2I;GTF2F1;RNGTT;GTF2H1;SUPT5H;POLR2D;MNAT1;ERCC2
prerank,GO_Biological_Process_2021__regulation of ubiquitin protein ligase activity (GO:1904666),0.7631302430291691,1.7133380375479814,0.0,0.0027162968514792764,0.092,16/21,16.03%,SKP1;MAD2L1;PLK1;RPL11;RPL5;PTEN;RPS7;CDC14B;FZR1;RAB1A;UBE2C;RPL23;BAG2;BTRC;CDC20;MAD2L2
prerank,GO_Biological_Process_2021__interleukin-6-mediated signaling pathway (GO:0070102),0.7734962591321305,1.7103361131876873,0.0010090817356205853,0.0029731919074800287,0.103,10/18,5.06%,SMAD4;SRC;PTPN11;ST18;JAK2;STAT3;CBL;JAK1;STAT1;IL6ST
prerank,GO_Biological_Process_2021__regulation of anoikis (GO:2000209),0.7650567786041816,1.7059821120023,0.0,0.003217555497334403,0.114,10/20,7.39%,NOTCH1;SRC;ITGB1;BCL2;PTK2;TLE1;ITGA5;MCL1;CAV1;PIK3CA
prerank,GO_Biological_Process_2021__substantia nigra development (GO:0021762),0.7253617822153109,1.7054827149579732,0.0,0.0031647420863933078,0.114,21/40,11.22%,CALM1;CDC42;MBP;ACTB;YWHAH;CALM2;CALM3;HSPA5;RHOA;SYNGR3;DYNLL1;YWHAE;RAD1;YWHAQ;NDRG2;GNB4;INA;PLP1;SIRT2;CKB;S100A1
prerank,GO_Biological_Process_2021__regulation of cartilage development (GO:0061035),0.7711457267951114,1.7050950028925034,0.0,0.0030911434332213704,0.114,10/18,9.51%,BMP2;BMP4;PTHLH;BMPR1B;BMP1;BMPR2;TRPS1;SOX9;KAT2A;SOX6
prerank,GO_Biological_Process_2021__regulation of stress fiber assembly (GO:0051492),0.6949879070277247,1.7027815294244677,0.0,0.003134457473126386,0.119,40/72,15.88%,RAC1;TGFBR1;MET;CDC42;MYOC;PPM1E;PAK1;RHOA;PIK3R1;ABL1;PPM1F;DLC1;NF2;WAS;TJP1;PAK2;EVL;ACTG1;RGCC;CD47;RHOC;CLASP2;APOA1;STMN1;ALMS1;LPAR1;ROCK1;ROCK2;TPM1;TMEFF2;S100A10;NRP1;PXN;SORBS3;WASF2;PPFIA1;RAPGEF3;PFN1;TACSTD2;SERPINF2
prerank,GO_Biological_Process_2021__negative regulation of BMP signaling pathway (GO:0030514),0.7048360437047,1.695954562128747,0.0,0.0033535161757571193,0.129,24/51,12.21%,SMAD9;SMAD1;SMAD4;NOTCH1;SMAD5;BMP2;LRP2;SKIL;DLX1;UBE2D3;BMPR1B;GREM1;BMPR2;SMURF1;FBN1;GREM2;ACVR2A;SORL1;SMAD7;SOSTDC1;SMURF2;ACVR2B;BMPR1A;CRIM1
prerank,GO_Biological_Process_2021__positive regulation of protein import into nucleus (GO:0042307),0.7367228510569559,1.6929433068152036,0.0,0.0035413246687558985,0.138,21/28,19.70%,SMAD3;PIK3R1;HDAC3;PRKCD;FLNA;RAN;CDH1;PSEN1;IPO5;TGFB1;TPR;HCLS1;UBR5;BAG3;ZIC1;JUP;IFNG;TRIM28;PIK3R2;ECT2;DMAP1
prerank,GO_Biological_Process_2021__negative regulation of mitotic cell cycle phase transition (GO:1901991),0.6830565797028114,1.6914481879158012,0.0,0.003614822987817664,0.144,61/92,18.52%,DLG1;SKP1;RB1;GFI1B;PSMA5;FHL1;ZFP36L2;PSMD14;CDK4;PTEN;AURKA;PSMD2;RBL2;CDKN1A;PSMA2;PSMB4;CUL1;PSMD8;RGCC;PSMA6;PSMD6;PSMC6;PSMA3;PSMC3;PSMD4;ZFP36L1;CDKN2B;CDKN2D;PSMB2;PSMA7;RBL1;PSMC5;PSMB1;PSMC2;PSMD7;GPNMB;PSMA4;PSMC1;RBX1;PSMD12;CDK6;PSMD1;APC;PSMB9;PSMB7;PSMA1;PSMD13;PSMD11;WEE1;PSMC4;ZNF655;PSMB3;DACT1;KANK2;PINX1;CDKN2A;CCL2;PSME3;PSMF1;PSMB8;PRMT2
prerank,GO_Biological_Process_2021__vascular endothelial growth factor receptor signaling pathway (GO:0048010),0.692773743979647,1.689210829488056,0.0,0.003789362235023566,0.153,41/66,15.91%,RAC1;CDC42;HSP90AA1;SRC;FYN;RHOA;MAPK14;PIK3R1;PTK2;ITGAV;ITGB3;NCK1;PTK2B;PAK2;CYFIP2;NCKAP1;VAV3;PGF;BAIAP2;PIK3CA;CYBB;MAPK11;BRK1;PDCD6;ROCK1;CRK;ROCK2;VEGFA;VAV1;NRP1;ELMO2;PXN;ABI1;VAV2;PIK3CB;WASF2;BCAR1;AXL;PIK3R2;PRKD1;ELMO1
prerank,GO_Biological_Process_2021__regulation of release of sequestered calcium ion into cytosol (GO:0051279),0.7061643376998312,1.689083784994623,0.0,0.003752819831770367,0.154,23/51,9.18%,CALM1;PRKACA;SNCA;PDPK1;CALM2;CALM3;NOS1;FKBP1B;PLCG1;CAPN3;PTK2B;F2R;DMD;JPH1;ANK2;DRD1;CXCL11;UBASH3B;CXCL10;THY1;FKBP1A;GSTO1;DIAPH1
prerank,GO_Biological_Process_2021__positive regulation of actin cytoskeleton reorganization (GO:2000251),0.7625734126770807,1.687323424598438,0.0,0.0037976905036719694,0.158,10/19,11.07%,CDC42;HRAS;CDK5;ABL1;BAIAP2;HCLS1;TEK;HCK;NTRK3;NRP1
